Season,Team,TeamsByYear,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
2009,SDP,2009SDP,2348,6179,141,638,605,82,9.50%,19.10%,0.138,0.284,0.242,0.321,0.381,0.309,93,-10.4,-67.1,28.9,15.5
2009,WSN,2009WSN,2401,6273,156,710,685,73,9.80%,19.30%,0.148,0.302,0.258,0.337,0.406,0.327,96,-5.7,-37.9,-7.6,15.1
2009,DET,2009DET,2350,6234,183,743,718,72,8.70%,17.90%,0.156,0.294,0.26,0.331,0.416,0.328,94,0.4,-48.5,-19.9,15
2009,OAK,2009OAK,2306,6247,135,759,723,133,8.40%,16.70%,0.135,0.298,0.262,0.328,0.397,0.32,94,12.8,-38,-34.9,14.6
2009,CLE,2009CLE,2188,6320,161,773,730,84,9.20%,19.20%,0.153,0.308,0.264,0.339,0.417,0.333,100,-1.1,-0.7,-75.7,14.5
2009,CHC,2009CHC,2343,6244,161,707,678,56,9.50%,19.00%,0.152,0.296,0.255,0.332,0.407,0.324,90,-13.2,-89.3,39,14.5
2009,NYM,2009NYM,2377,6159,95,671,631,122,8.50%,15.10%,0.124,0.307,0.27,0.335,0.394,0.32,94,-5.4,-48.2,-16.8,12.8
2009,HOU,2009HOU,2340,6040,142,643,616,113,7.40%,16.40%,0.14,0.293,0.26,0.319,0.4,0.315,89,-18,-99,37,12.7
2009,BAL,2009BAL,2281,6233,160,741,708,76,8.30%,16.30%,0.147,0.3,0.268,0.332,0.415,0.328,93,-20.1,-74.3,-28.1,11.6
2009,PIT,2009PIT,2195,6058,125,636,612,90,8.20%,18.90%,0.135,0.296,0.252,0.318,0.387,0.31,86,-6.2,-113,27.8,10.5
2009,CHW,2009CHW,2241,6132,184,724,695,113,8.70%,16.70%,0.153,0.285,0.258,0.329,0.411,0.326,91,-13,-84,-45.1,8.6
2009,KCR,2009KCR,2247,6103,144,686,657,88,7.50%,17.90%,0.146,0.298,0.259,0.318,0.405,0.318,88,-18.9,-110.3,-82,2.2
2008,STL,2008STL,2396,6370,174,779,744,73,9.10%,15.50%,0.152,0.312,0.281,0.35,0.433,0.342,107,-10,46.4,90.6,34
2008,BOS,2008BOS,2293,6402,173,845,807,120,10.10%,16.70%,0.168,0.315,0.28,0.358,0.447,0.351,110,-4.7,72.2,35.4,32.9
2008,PHI,2008PHI,2396,6273,214,799,762,136,9.30%,17.80%,0.182,0.283,0.255,0.332,0.438,0.334,98,23.6,4.7,123.4,32.8
2008,CHC,2008CHC,2345,6384,184,855,811,87,10.00%,18.60%,0.165,0.321,0.278,0.354,0.443,0.349,104,6.1,33.2,64.1,30.1
2008,TBR,2008TBR,2299,6312,180,774,735,142,9.90%,19.40%,0.162,0.302,0.26,0.34,0.422,0.335,105,5.6,43.8,30.3,29.2
2008,NYM,2008NYM,2405,6388,172,799,751,138,9.70%,16.00%,0.154,0.296,0.266,0.34,0.42,0.332,100,12.7,13.4,72,28.9
2008,MIL,2008MIL,2227,6252,198,750,722,108,8.80%,19.20%,0.179,0.287,0.253,0.325,0.431,0.329,97,8.9,-11.7,58.8,24.6
2008,ATL,2008ATL,2407,6368,130,753,721,58,9.70%,16.10%,0.138,0.309,0.27,0.345,0.408,0.332,99,-5.8,-12.5,54.2,24.5
2008,CLE,2008CLE,2199,6299,171,805,772,77,8.90%,19.30%,0.162,0.305,0.262,0.339,0.424,0.334,103,0.7,24.6,-2.8,24
2008,TEX,2008TEX,2281,6478,194,901,867,81,9.20%,18.60%,0.179,0.325,0.283,0.354,0.462,0.355,112,11.1,108.1,-97.3,23.5
2008,HOU,2008HOU,2312,6051,167,712,684,114,7.40%,17.40%,0.152,0.296,0.263,0.323,0.415,0.322,93,0.4,-49.2,89.3,23.3
2008,NYY,2008NYY,2330,6257,180,789,758,118,8.60%,16.20%,0.156,0.302,0.271,0.342,0.427,0.338,104,-6.7,24.3,-28.4,21.3
2008,MIN,2008MIN,2287,6331,111,829,791,102,8.40%,15.50%,0.129,0.316,0.279,0.34,0.408,0.328,99,12.3,4.7,-30.5,19.3
2008,BAL,2008BAL,2340,6211,172,782,750,81,8.60%,15.90%,0.162,0.296,0.267,0.333,0.429,0.333,99,-5.1,-17,-7.7,19
2008,FLA,2008FLA,2361,6206,208,770,741,76,8.70%,22.10%,0.179,0.3,0.254,0.326,0.433,0.33,96,5.7,-27.5,14.2,18.5
2008,LAA,2008LAA,2229,6155,159,765,721,129,7.80%,16.00%,0.145,0.299,0.268,0.33,0.413,0.324,96,-1,-30.9,-6.5,17.6
2008,TOR,2008TOR,2244,6191,126,714,681,80,8.40%,15.20%,0.135,0.295,0.264,0.331,0.399,0.322,94,-10.9,-60.7,19.1,17.3
2008,DET,2008DET,2267,6331,200,821,780,63,9.00%,17.00%,0.173,0.301,0.271,0.34,0.444,0.343,106,-6.7,42.3,-93.8,16.8
2008,LAD,2008LAD,2376,6194,137,700,659,126,8.80%,16.70%,0.134,0.301,0.264,0.333,0.399,0.321,93,5.1,-51.1,20.4,16.7
2008,CHW,2008CHW,2298,6231,235,811,785,67,8.70%,16.30%,0.185,0.281,0.263,0.332,0.448,0.339,101,-27.4,-17.7,-43.6,15.5
2008,OAK,2008OAK,2282,6138,125,646,610,88,9.40%,20.00%,0.127,0.289,0.242,0.318,0.369,0.306,86,12.4,-92.7,27.1,14.7
2008,SDP,2008SDP,2343,6244,154,637,615,36,8.30%,20.20%,0.14,0.294,0.25,0.317,0.39,0.311,92,-4.2,-63.7,2.6,13.8
2008,CIN,2008CIN,2392,6188,187,704,677,85,9.00%,18.20%,0.161,0.278,0.247,0.321,0.408,0.319,87,1.1,-103.2,43.7,13.8
2008,SFG,2008SFG,2382,6145,94,640,606,108,7.40%,17.00%,0.12,0.305,0.262,0.321,0.382,0.309,83,-15.4,-149.4,55.9,10.3
2008,ARI,2008ARI,2280,6156,159,720,683,58,9.50%,20.90%,0.164,0.299,0.251,0.327,0.415,0.324,88,12.1,-83.9,-17.2,9.5
2008,WSN,2008WSN,2397,6192,117,641,608,81,8.60%,17.70%,0.122,0.292,0.251,0.323,0.373,0.31,84,-16.8,-145.4,32.7,8.5
2008,COL,2008COL,2310,6312,160,747,714,141,9.00%,19.20%,0.152,0.308,0.263,0.336,0.415,0.33,88,15.2,-80.7,-40.3,8.1
2008,SEA,2008SEA,2296,6176,124,671,631,90,6.80%,14.40%,0.124,0.294,0.265,0.318,0.389,0.31,90,-8.9,-86.1,-52.4,7.6
2008,KCR,2008KCR,2250,6118,120,691,650,79,6.40%,16.40%,0.128,0.307,0.269,0.32,0.397,0.315,87,-9.5,-109.1,-29.6,7.4
2008,PIT,2008PIT,2340,6278,153,735,705,57,7.60%,16.50%,0.145,0.29,0.258,0.32,0.403,0.317,89,0.1,-89.2,-48.6,6.3
